Address,Latitude,Longitude,Price,Beds,Posted,Minimum_Cost,Maximum_Cost,Minimum_Beds,Maximum_Beds,Average_Cost,Area,Website,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
" 801 W Nevada St, Urbana,IL 61801 – Urbana   ",40.1062737,-88.2179111,"4,500",9,Today,4500,4500,9,9,4500,Apartments.com,Urbana,2,500,1,1,0,1,1,1,0,1,0,0.6570731955,0.7247577742,0.5734974929,4.072962992,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 908 S Lincoln Ave, Urbana,IL 61801 – Urbana   ",40.104928,-88.2188624,"5,500",9,Today,5500,5500,9,9,5500,Apartments.com,Urbana,3,611.1111111,0,1,0,1,0,1,0,0,1,0.5876015129,0.6942245281,0.5921228649,4.009035128,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1903 N Lincoln Ave, Urbana,IL 61801 – Urbana   ",40.1298088,-88.2207395,"1,975",4,Today,1975,1975,4,4,1975,Apartments.com,Urbana,3,493.75,1,1,0,1,1,1,0,0,0,1.873058894,1.633084591,1.351326775,4.496706937,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 8 Parsley, Savoy,IL 61874 – Savoy   ",40.0553259,-88.2418019,"1,900",3,Today,1900,1900,3,3,1900,Apartments.com,Champaign,5,633.3333333,1,0,1,0,0,1,1,1,1,3.395482515,3.656273454,3.915038951,3.966688391,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 714 W Washington St, Urbana,IL 61801 – Urbana   ",40.105706,-88.2174164,"2,700",5,Today,2700,2700,5,5,2700,Apartments.com,Urbana,5,540,1,1,0,0,1,1,1,0,0,0.6726911455,0.7566673162,0.6171846135,4.092568031,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 511 W Green St, Urbana,IL 61801 – Urbana   ",40.11042,-88.2143721,"2,010",4,Today,2010,2010,4,4,2010,Apartments.com,Urbana,2,502.5,1,0,0,0,1,1,1,0,1,0.9434814459,0.9254092437,0.6665075134,4.311668534,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 917 N Gregory St, Urbana,IL 61801 – Urbana   ",40.1213667,-88.2213328,925,2,Today,925,925,2,2,925,Apartments.com,Urbana,2,462.5,0,1,1,1,1,1,1,0,0,1.306774778,1.089372806,0.7859708427,4.200606493,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1118 Austin Dr, Urbana,IL 61802 – Urbana   ",40.1022391,-88.1872677,995,3,Today,995,995,3,3,995,Apartments.com,Urbana,5,331.6666667,0,1,0,1,1,1,1,1,1,2.252261848,2.367657026,2.180831034,5.650959045,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 207 Pfeffer Rd, Urbana,IL 61802 – Urbana   ",40.1100942,-88.1677285,660,2,1 Day Ago,660,660,2,2,660,Apartments.com,Urbana,2,330,1,0,0,0,0,1,1,0,0,3.313144973,3.374537254,3.131106901,6.734604659,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 809 W Nevada St, Urbana,IL 61801 – Urbana   ",40.1062471,-88.2187863,"725 - 2,860",3 - 4,1 Day Ago,725,2860,3,4,1792.5,Apartments.com,Urbana,5,715,0,0,0,0,0,1,0,1,0,0.6122600394,0.6791967107,0.5365687115,4.027037458,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1074 County Road 1350, Tolono,IL 61880 – Champaign   ",40.036149,-88.204418,475 - 575,1,3 Days Ago,475,575,1,1,525,Apartments.com,Champaign,4,575,1,0,0,0,0,1,0,0,0,4.851196477,5.143961925,5.296753424,6.313334514,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 805 W Illinois St, Urbana,IL 61801 – Urbana   ",40.1087628,-88.2184819,"1,176 - 1,497",2 - 3,4 Days Ago,1176,1497,2,3,1336.5,Apartments.com,Urbana,2,499,0,1,1,0,0,1,0,1,0,0.6981922962,0.6925356669,0.4711146649,4.075062273,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1010 W Springfield Ave, Urbana,IL 61801 – Urbana   ",40.1129853,-88.2218087,"1,240 - 2,200",2 - 4,1 Week Ago,1240,2200,2,4,1720,Apartments.com,Urbana,5,550,1,1,1,1,1,1,0,0,0,0.7746313845,0.6311310976,0.3105251561,3.97604289,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1004 W Springfield Ave, Urbana,IL 61801 – Urbana   ",40.1129838,-88.2211265,620 - 705,1,1 Week Ago,620,705,1,1,662.5,Apartments.com,Urbana,2,705,0,1,0,0,1,1,0,1,1,0.7948873017,0.6606799421,0.3425927368,4.010589485,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 901 W Springfield Ave, Urbana,IL 61801 – Urbana   ",40.1125648,-88.21961,"695 - 1,050",2,1 Week Ago,695,1050,2,2,872.5,Apartments.com,Urbana,5,525,1,0,0,0,1,1,0,0,0,0.8218677944,0.7143869552,0.4069049537,4.079636682,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1301 E Harding Dr, Urbana,IL 61801 – Urbana   ",40.093585,-88.1929603,550,1,1 Week Ago,550,550,1,1,550,Apartments.com,Urbana,4,550,1,0,0,0,0,1,1,0,1,2.068936967,2.257230527,2.157025406,5.341140118,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 208 N Harvey St, Urbana,IL 61801 – Urbana   ",40.114199,-88.2221158,"795 - 1,495",1 - 3,1 Week Ago,795,1495,1,3,1145,Apartments.com,Urbana,2,498.3333333,1,1,0,0,1,1,0,0,1,0.8379770204,0.6713948112,0.3459982768,3.985218818,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 303 S Busey Ave, Urbana,IL 61801 – Urbana   ",40.1100472,-88.2181607,735 - 765,1,2 Weeks Ago,735,765,1,1,750,Apartments.com,Urbana,2,765,1,1,0,1,1,1,0,0,0,0.7610588747,0.7243812313,0.4688894236,4.110764417,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"202 E John St, Champaign, IL 61820",40.1093821,-88.2368299,"650 - 2,550",1-6,2 Weeks Ago,650,2550,1,6,1600,Apartments.com,Champaign,2,425,1,0,0,0,0,1,1,1,0,0.5433692676,0.3056211238,0.5305364494,3.144283112,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"414 Nathaniel Burch Dr, Champaign, IL 61820",40.1277816,-88.2325792,"590 - 1,010",1-4,2 Weeks Ago,590,1010,1,4,800,Apartments.com,Champaign,3,252.5,0,1,0,0,1,1,0,1,0,1.676351148,1.391880648,1.207407787,3.892257456,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"2407 Hampshire Dr, Champaign, IL 61820",40.1458183,-88.2448634,660 - 875,1-2,2 Weeks Ago,660,875,1,2,767.5,Apartments.com,Champaign,5,437.5,1,1,0,1,0,1,0,0,1,3.022339515,2.72974187,2.594979467,4.275632157,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"706 Inverness Rd, Champaign, IL 61822",40.1075858,-88.3125537,950,2,2 Weeks Ago,950,950,2,2,950,Apartments.com,Champaign,5,475,1,0,1,0,1,1,0,1,0,4.379457891,4.282998233,4.528048778,1.242237656,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"100 Parkview Ln, Savoy, IL 61874",40.06632,-88.242284,"912 - 1,101",1-2,29 Min Ago,912,1101,1,2,1006.5,Apartments.com,Champaign,4,550.5,0,1,0,1,0,1,1,0,1,2.659076502,2.912179848,3.180814637,3.440450927,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"530-536 E Fairlawn Dr, Urbana, IL 61801",40.1038765,-88.2021279,830 - 950,2,1 Day Ago,830,950,2,2,890,Apartments.com,Urbana,5,475,0,0,1,1,0,1,1,0,1,1.465016792,1.574348968,1.398359696,4.878010569,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"505 S Busey Ave, Urbana, IL 61801",40.1087755,-88.2180063,750 - 795,2,5 Days Ago,750,795,2,2,772.5,Apartments.com,Urbana,5,397.5,1,0,0,0,0,1,1,0,1,0.7203611693,0.7176140421,0.4948571022,4.099840971,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1004 S Smith Rd, Urbana, IL 61802",40.1042232,-88.1747187,650 - 850,1-3,1 Wk Ago,650,850,1,3,750,Apartments.com,Urbana,5,283.3333333,1,0,0,0,0,1,1,0,0,2.913740722,3.010401302,2.799013895,6.322624091,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"104 Portsmouth Ln, Savoy, IL 61874",40.0561624,-88.247581,"950 - 1,250",1-2,2 Weeks Ago,950,1250,1,2,1100,Apartments.com,Champaign,5,625,1,0,1,0,0,1,0,1,0,3.409772639,3.657820004,3.931894623,3.717145712,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1203 Wesley Ave, Savoy, IL 61874",40.0701935,-88.2549255,550 - 895,1-2,2 Weeks Ago,550,895,1,2,722.5,Apartments.com,Champaign,3,447.5,0,0,0,0,1,1,0,1,1,2.662407006,2.869083261,3.173441004,2.75403098,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"202 N Race St, Urbana, IL 61801",40.1135764,-88.2087595,"925 - 1,015",2,2 Weeks Ago,925,1015,2,2,970,Apartments.com,Urbana,2,507.5,1,0,0,1,0,1,1,0,1,1.309955392,1.269773599,0.9808236471,4.651415526,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"1904 Blackthorn Dr, Champaign, IL 61821",40.0869674,-88.2782195,"1,150",2,New,1150,1150,2,2,1150,Apartments.com,Champaign,2,575,1,1,1,1,0,1,1,0,0,2.803437175,2.852828832,3.171255534,1.064947662,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,"1,090 - 1,174",1-2,1 Day Ago,1090,1174,1,2,1132,Apartments.com,Champaign,4,587,1,1,1,0,1,1,1,1,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,"1,150",1,1 Day Ago,1150,1150,1,1,1150,Apartments.com,Champaign,5,1150,1,0,0,0,1,1,1,1,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,950,2,1 Day Ago,950,950,2,2,950,Apartments.com,Champaign,5,475,1,1,1,0,1,1,1,1,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,675,1,2 Days Ago,675,675,1,1,675,Apartments.com,Champaign,4,675,1,1,0,1,0,1,0,1,0,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"3312 Ridgewood Dr, Champaign, IL 61821",40.1124504,-88.3018133,"1,250",4,2 Days Ago,1250,1250,4,4,1250,Apartments.com,Champaign,3,312.5,0,1,0,1,0,1,0,0,1,3.851838369,3.730033373,3.956312223,1.170857767,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"2120 Seaton Ct, Champaign, IL 61821",40.0874548,-88.2580196,"2,800",4,3 Days Ago,2800,2800,4,4,2800,Apartments.com,Champaign,3,700,0,1,1,0,0,1,0,1,1,1.860996636,1.977733608,2.302914058,2.001061165,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,530,1,3 Days Ago,530,530,1,1,530,Apartments.com,Champaign,2,530,1,1,1,0,0,1,0,0,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"3612 Thornhill Dr, Champaign, IL 61822",40.1066464,-88.308999,"1,875",2,4 Days Ago,1875,1875,2,2,1875,Apartments.com,Champaign,3,937.5,1,0,0,1,1,1,1,0,0,4.188264612,4.095764858,4.344321347,1.055708702,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"2113 Melrose Dr., Unit B, Champaign, IL 61820",40.0865186,-88.2553371,965,2,New,965,965,2,2,965,Apartments.com,Champaign,2,482.5,0,1,0,0,0,1,1,1,0,1.791584196,1.928454401,2.251998391,2.156107351,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,600 - 700,1,5 Days Ago,600,700,1,1,650,Apartments.com,Champaign,2,700,0,0,1,1,1,1,1,0,0,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,650,1,5 Days Ago,650,650,1,1,650,Apartments.com,Champaign,5,650,0,1,1,0,0,1,1,0,0,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,550 - 975,Studio - 2,New,550,975,Studio,2,762.5,Apartments.com,Champaign,3,487.5,1,0,1,1,0,1,0,0,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
"Champaign, IL 61820",40.1166102,-88.2412504,685,1,5 Days Ago,685,685,1,1,685,Apartments.com,Champaign,4,685,1,1,1,1,1,1,0,1,1,1.081658653,0.8050394748,0.8532716014,3.108196096,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1009 S 2nd St, Champaign,IL 61820 – Downtown Champaign   ",40.10558,-88.237235,"450 - 1,120",2 - 4,5 Days Ago,450,1120,2,4,785,Apartments.com,Champaign,2,280,0,0,0,0,0,1,0,0,0,0.4135042239,0.3349273894,0.6528486473,3.060014254,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 3 Hanover Ct, Champaign,IL 61821 – Champaign   ",40.1464502,-88.2710198,625 - 725,2 - 3,5 Days Ago,625,725,2,3,675,Apartments.com,Champaign,2,241.6666667,1,0,1,1,0,1,1,1,1,3.673340619,3.397560277,3.386489767,3.650149263,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 2002 W Bradley Ave, Champaign,IL 61821 – Champaign   ",40.12814,-88.28109,399 - 655,2 - 4,1 Week Ago,399,655,2,4,527,Apartments.com,Champaign,3,163.75,1,0,0,1,1,1,1,1,0,3.194375581,2.977815422,3.099120316,2.281677853,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 302 E Clark St, Champaign,IL 61820 – Midtown Champaign   ",40.1155382,-88.2351838,"1,195 - 1,465",1 - 2,1 Week Ago,1195,1465,1,2,1330,Apartments.com,Champaign,4,732.5,0,0,1,0,1,1,0,1,0,0.8710958228,0.5783994948,0.541833483,3.368949719,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1001-1021 Francis Dr, Champaign,IL 61821 – Champaign   ",40.1305015,-88.2620303,595 - 695,1 - 2,1 Week Ago,595,695,1,2,645,Apartments.com,Champaign,3,347.5,1,1,1,0,1,1,1,0,0,2.518758344,2.256816462,2.297010516,2.88530824,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 309 W Washington St, Champaign,IL 61820 – Downtown Champaign   ",40.1199169,-88.2480767,"1,095 - 1,495",1 - 2,1 Week Ago,1095,1495,1,2,1295,Apartments.com,Champaign,4,747.5,1,0,1,1,0,1,1,0,0,1.482387292,1.218445445,1.27934883,2.909562939,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 31 Colony West Dr, Champaign,IL 61820 – Champaign   ",40.0864543,-88.2560883,"1,200 - 1,600",2 - 3,2 Weeks Ago,1200,1600,2,3,1400,Apartments.com,Champaign,3,533.3333333,0,1,0,1,0,1,1,0,0,1.824514815,1.957939455,2.281899574,2.120041354,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 507 S 2nd St, Champaign,IL 61820 – Midtown Champaign   ",40.1117117,-88.2374089,"725 - 1,320",1 - 4,2 Weeks Ago,725,1320,1,4,1022.5,Apartments.com,Champaign,5,330,0,1,0,1,1,1,0,0,1,0.6877966989,0.4194138753,0.5547353849,3.164237622,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 217 S Neil St, Champaign,IL 61820 – Downtown Champaign   ",40.1146098,-88.2438746,"1,160 - 1,970",1 - 2,2 Weeks Ago,1160,1970,1,2,1565,Apartments.com,Champaign,5,985,0,1,0,1,1,1,1,1,0,1.0616798,0.8112726344,0.9303007292,2.923225722,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 75 E Armory Ave, Champaign,IL 61820 – Downtown Champaign   ",40.1049731,-88.2388923,695 - 800,2 - 4,2 Weeks Ago,695,800,2,4,747.5,Apartments.com,Champaign,4,200,1,0,1,1,0,1,0,1,1,0.487234533,0.4320315676,0.7490776435,2.965852691,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 502 S Mattis Ave, Champaign,IL 61821 – Champaign   ",40.1115438,-88.2755614,795,2,2 Weeks Ago,795,795,2,2,795,Apartments.com,Champaign,5,397.5,0,1,1,0,1,1,0,0,0,2.477238731,2.343512072,2.568009244,1.416765482,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 53 E Chalmers St, Champaign,IL 61820 – Downtown Champaign   ",40.1063313,-88.2399086,750,2,2 Weeks Ago,750,750,2,2,750,Apartments.com,Champaign,2,375,1,0,0,1,1,1,1,1,0,0.5640145424,0.4533257512,0.7512415979,2.933211889,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 2302 W John St, Champaign,IL 61821 – Champaign   ",40.1094937,-88.2843581,"860 - 1,065",2 - 3,2 Weeks Ago,860,1065,2,3,962.5,Apartments.com,Champaign,4,355,0,0,1,1,0,1,0,0,1,2.909278793,2.795834628,3.033866363,1.023875739,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 508 E Clark St, Champaign,IL 61820 – Downtown Champaign   ",40.1155104,-88.2312123,"595 - 1,685",1 - 3,2 Weeks Ago,595,1685,1,3,1140,Apartments.com,Champaign,4,561.6666667,0,1,1,1,1,1,1,0,0,0.8254148756,0.5430808915,0.3927827419,3.562602532,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 410 E Green St, Champaign,IL 61820 – Campustown IL   ",40.1106376,-88.2324833,"815 - 2,007",Studio - 3,2 Weeks Ago,815,2007,Studio,3,1411,Apartments.com,Champaign,2,669,1,0,1,1,1,1,0,0,1,0.5051679201,0.2125414656,0.2915202221,3.389133768,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 2408 High View Ct, Champaign,IL 61821 – Champaign   ",40.1273346,-88.2884804,650 - 750,1 - 3,2 Weeks Ago,650,750,1,3,700,Apartments.com,Champaign,4,250,0,1,0,1,0,1,0,1,0,3.505110297,3.303273265,3.443873355,2.142214324,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1601-1862 Valley Rd, Champaign,IL 61820 – Champaign   ",40.0980915,-88.2494804,"700 - 1,050",2,2 Weeks Ago,700,1050,2,2,875,Apartments.com,Champaign,4,525,0,0,0,0,1,1,0,1,1,1.105493742,1.157082618,1.480146271,2.351797558,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 203 S 3rd St, Champaign,IL 61820 – Midtown Champaign   ",40.1150215,-88.2356435,"350 - 1,300",1 - 4,2 Weeks Ago,350,1300,1,4,825,Apartments.com,Champaign,4,325,1,0,1,1,1,1,1,0,0,0.8458890642,0.5540339582,0.5416213975,3.332796779,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 55 E Healey St, Champaign,IL 61820 – Champaign   ",40.1111039,-88.2395389,940,2,2 Weeks Ago,940,940,2,2,940,Apartments.com,Champaign,5,470,1,0,1,1,1,1,1,0,1,0.7283191161,0.4868351443,0.6642689863,3.044132074,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 903 S 1st St, Champaign,IL 61820 – Downtown Champaign   ",40.1071822,-88.2394628,545 - 825,1 - 3,2 Weeks Ago,545,825,1,3,685,Apartments.com,Champaign,2,275,1,1,1,0,1,1,0,0,1,0.5649557504,0.421721896,0.7067709588,2.970041707,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 506 E White St, Champaign,IL 61820 – Downtown Champaign   ",40.1147406,-88.2313988,485 - 585,2 - 3,2 Weeks Ago,485,585,2,3,535,Apartments.com,Champaign,2,195,0,0,0,0,0,1,0,0,0,0.7734269243,0.489702859,0.35678916,3.534253158,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 310 E Springfield Ave, Champaign,IL 61820 – Midtown Champaign   ",40.1131601,-88.2350479,"799 - 1,519",Studio - 3,2 Weeks Ago,799,1519,Studio,3,1159,Apartments.com,Champaign,4,506.3333333,0,1,1,1,0,1,1,1,0,0.7148182432,0.4240025482,0.4557952094,3.315429485,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 505 S 4th St, Champaign,IL 61820 – Campustown IL   ",40.1120598,-88.2339856,"920 - 1,340",1 - 2,2 Weeks Ago,920,1340,1,2,1130,Apartments.com,Champaign,2,670,0,1,1,1,0,1,1,1,1,0.6234632235,0.3314346801,0.3800157262,3.343163311,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1905 N Cunningham Ave, Urbana,IL 61802 – Urbana   ",40.1308432,-88.199757,"753 - 1,797",Studio - 2,Today,753,1797,Studio,2,1275,Apartments.com,Urbana,5,898.5,1,1,0,0,1,1,0,1,1,2.463407818,2.319775604,1.994443594,5.509892633,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 502 W Main St, Urbana,IL 61801 – Champaign   ",40.114139,-88.212983,640 - 815,Studio - 2,Today,640,815,Studio,2,727.5,Apartments.com,Urbana,3,407.5,0,0,0,1,1,1,1,0,0,1.150397353,1.076527486,0.7735849584,4.446186121,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 604 W Stoughton St, Urbana,IL 61801 – Urbana   ",40.1133002,-88.2150944,"1,185 - 1,385",2,1 Day Ago,1185,1385,2,2,1285,Apartments.com,Urbana,3,692.5,1,0,1,0,1,1,0,0,0,1.027638072,0.9509810306,0.6502862953,4.323136578,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1009 W Clark St, Urbana,IL 61801 – Urbana   ",40.1151555,-88.2218875,475 - 490,2,1 Day Ago,475,490,2,2,482.5,Apartments.com,Urbana,3,245,1,0,0,1,0,1,0,1,0,0.9018205519,0.725968664,0.4013588706,4.017272326,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 1010 W Clark St, Urbana,IL 61801 – Urbana   ",40.1157132,-88.2217353,540 - 545,2,1 Day Ago,540,545,2,2,542.5,Apartments.com,Urbana,5,272.5,0,1,1,1,0,1,1,0,0,0.9397198011,0.7594081877,0.4358161029,4.037313226,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
" 905 W Springfield Ave, Urbana,IL 61801 – Urbana   ",40.1124863,-88.219985,"995 - 1,295",2 - 3,3 Days Ago,995,1295,2,3,1145,Apartments.com,Urbana,5,431.6666667,1,1,1,0,0,1,0,0,1,0.8048209935,0.6943882921,0.3863700304,4.059092471,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
